condition,seed,agent,time_sec,phase_rad
off,15138832,28,8.900000,5.277901
off,15138832,29,8.900000,5.277901
off,15138832,13,8.920000,5.529229
off,15138832,5,8.960000,6.031884
off,15138832,11,8.960000,6.031884
off,15138832,16,8.960000,6.031884
off,15138832,6,8.980000,0.000026
off,15138832,14,8.980000,0.000026
off,15138832,20,8.980000,0.000026
off,15138832,17,9.000000,0.251353
off,15138832,18,9.020000,0.502681
off,15138832,24,9.020000,0.502681
off,15138832,2,9.040000,0.754008
off,15138832,7,9.040000,0.754008
off,15138832,10,9.040000,0.754008
off,15138832,12,9.080000,1.256663
off,15138832,4,9.120000,1.759318
off,15138832,23,9.160000,2.261973
off,15138832,26,9.160000,2.261973
off,15138832,9,9.179999,2.513300
off,15138832,25,9.179999,2.513300
off,15138832,15,9.200000,2.764628
off,15138832,30,9.220000,3.015955
off,15138832,31,9.280000,3.769938
off,15138832,8,9.320000,4.272593
off,15138832,27,9.320000,4.272593
off,15138832,1,9.340000,4.523920
off,15138832,0,9.380000,5.026575
off,15138832,3,9.380000,5.026575
off,15138832,21,9.400000,5.277903
off,15138832,22,9.400000,5.277903
off,15138832,19,9.420000,5.529230
off,15138832,13,9.460000,6.031885
off,15138832,29,9.460000,6.031885
off,15138832,28,9.480000,0.000027
off,15138832,5,9.500000,0.251355
off,15138832,11,9.500000,0.251355
off,15138832,14,9.520000,0.502682
off,15138832,16,9.520000,0.502682
off,15138832,6,9.540000,0.754009
off,15138832,20,9.540000,0.754009
off,15138832,17,9.559999,1.005337
off,15138832,18,9.559999,1.005337
off,15138832,24,9.559999,1.005337
off,15138832,10,9.580000,1.256664
off,15138832,2,9.599999,1.507992
off,15138832,7,9.599999,1.507992
off,15138832,12,9.639999,2.010647
off,15138832,4,9.679999,2.513302
off,15138832,26,9.719999,3.015957
off,15138832,9,9.740000,3.267284
off,15138832,23,9.740000,3.267284
off,15138832,25,9.740000,3.267284
off,15138832,15,9.780000,3.769939
off,15138832,30,9.780000,3.769939
off,15138832,31,9.820000,4.272594
off,15138832,8,9.860000,4.775249
off,15138832,27,9.860000,4.775249
off,15138832,1,9.900000,5.277904
off,15138832,0,9.920000,5.529232
off,15138832,3,9.940000,5.780559
off,15138832,21,9.940000,5.780559
off,15138832,22,9.960000,6.031887
off,15138832,19,9.980000,0.000029
off,15138832,13,10.020000,0.502683
off,15138832,29,10.020000,0.502683
off,15138832,28,10.040000,0.754011
off,15138832,5,10.059999,1.005338
off,15138832,11,10.059999,1.005338
off,15138832,16,10.059999,1.005338
off,15138832,6,10.080000,1.256666
off,15138832,14,10.080000,1.256666
off,15138832,20,10.080000,1.256666
off,15138832,17,10.120000,1.759320
off,15138832,18,10.120000,1.759320
off,15138832,24,10.120000,1.759320
off,15138832,7,10.139999,2.010648
off,15138832,10,10.139999,2.010648
off,15138832,2,10.160000,2.261976
off,15138832,12,10.200000,2.764631
off,15138832,4,10.219999,3.015958
off,15138832,26,10.260000,3.518613
off,15138832,9,10.280000,3.769941
off,15138832,23,10.300000,4.021268
off,15138832,25,10.300000,4.021268
off,15138832,30,10.320000,4.272595
off,15138832,15,10.340000,4.523923
off,15138832,31,10.380000,5.026578
off,15138832,8,10.420000,5.529233
off,15138832,27,10.420000,5.529233
off,15138832,1,10.460000,6.031888
off,15138832,0,10.480000,0.000030
off,15138832,3,10.480000,0.000030
off,15138832,21,10.500000,0.251357
off,15138832,22,10.500000,0.251357
off,15138832,19,10.540000,0.754012
off,15138832,13,10.559999,1.005340
off,15138832,29,10.580000,1.256667
off,15138832,5,10.599999,1.507995
off,15138832,11,10.599999,1.507995
off,15138832,16,10.599999,1.507995
off,15138832,28,10.599999,1.507995
off,15138832,14,10.620000,1.759322
off,15138832,6,10.639999,2.010649
off,15138832,20,10.639999,2.010649
off,15138832,18,10.660000,2.261977
off,15138832,24,10.660000,2.261977
off,15138832,17,10.679999,2.513304
off,15138832,7,10.700000,2.764632
off,15138832,10,10.700000,2.764632
off,15138832,2,10.719999,3.015960
off,15138832,4,10.780000,3.769942
off,15138832,12,10.780000,3.769942
off,15138832,26,10.800000,4.021269
off,15138832,9,10.840000,4.523924
off,15138832,23,10.860000,4.775252
off,15138832,25,10.860000,4.775252
off,15138832,30,10.880000,5.026579
off,15138832,15,10.900000,5.277907
off,15138832,31,10.940000,5.780562
off,15138832,8,10.960000,6.031889
off,15138832,27,10.980000,0.000031
off,15138832,0,11.020000,0.502686
off,15138832,1,11.020000,0.502686
off,15138832,3,11.040000,0.754014
off,15138832,22,11.040000,0.754014
off,15138832,21,11.059999,1.005341
off,15138832,19,11.099999,1.507996
off,15138832,13,11.120000,1.759323
off,15138832,16,11.139999,2.010651
off,15138832,5,11.160000,2.261978
off,15138832,11,11.160000,2.261978
off,15138832,14,11.160000,2.261978
off,15138832,28,11.160000,2.261978
off,15138832,29,11.160000,2.261978
off,15138832,20,11.179999,2.513306
off,15138832,6,11.200000,2.764633
off,15138832,24,11.200000,2.764633
off,15138832,18,11.219999,3.015961
off,15138832,7,11.240000,3.267288
off,15138832,10,11.240000,3.267288
off,15138832,17,11.240000,3.267288
off,15138832,2,11.280000,3.769943
off,15138832,4,11.320000,4.272598
off,15138832,12,11.340000,4.523926
off,15138832,26,11.340000,4.523926
off,15138832,9,11.380000,5.026581
off,15138832,23,11.420000,5.529236
off,15138832,25,11.420000,5.529236
off,15138832,30,11.440000,5.780563
off,15138832,15,11.480000,0.000033
off,15138832,31,11.500000,0.251360
off,15138832,8,11.520000,0.502688
off,15138832,27,11.520000,0.502688
off,15138832,0,11.559999,1.005343
off,15138832,3,11.580000,1.256670
off,15138832,22,11.580000,1.256670
off,15138832,1,11.599999,1.507997
off,15138832,21,11.620000,1.759325
off,15138832,19,11.639999,2.010652
off,15138832,13,11.660000,2.261980
off,15138832,5,11.700000,2.764635
off,15138832,11,11.700000,2.764635
off,15138832,16,11.700000,2.764635
off,15138832,14,11.719999,3.015962
off,15138832,20,11.719999,3.015962
off,15138832,29,11.719999,3.015962
off,15138832,24,11.740000,3.267290
off,15138832,28,11.740000,3.267290
off,15138832,6,11.759999,3.518617
off,15138832,18,11.759999,3.518617
off,15138832,7,11.800000,4.021272
off,15138832,10,11.800000,4.021272
off,15138832,17,11.800000,4.021272
off,15138832,2,11.840000,4.523927
off,15138832,4,11.880000,5.026582
off,15138832,26,11.880000,5.026582
off,15138832,12,11.900000,5.277910
off,15138832,9,11.940000,5.780565
off,15138832,25,11.980000,0.000034
off,15138832,30,11.980000,0.000034
off,15138832,23,12.000000,0.251362
off,15138832,15,12.040000,0.754017
off,15138832,31,12.040000,0.754017
off,15138832,8,12.059999,1.005344
off,15138832,27,12.080000,1.256671
off,15138832,0,12.120000,1.759326
off,15138832,3,12.139999,2.010654
off,15138832,22,12.139999,2.010654
off,15138832,1,12.160000,2.261981
off,15138832,21,12.160000,2.261981
off,15138832,19,12.200000,2.764636
off,15138832,13,12.219999,3.015964
off,15138832,5,12.240000,3.267291
off,15138832,16,12.240000,3.267291
off,15138832,11,12.259999,3.518619
off,15138832,14,12.259999,3.518619
off,15138832,20,12.280000,3.769946
off,15138832,29,12.280000,3.769946
off,15138832,24,12.300000,4.021274
off,15138832,28,12.300000,4.021274
off,15138832,6,12.320000,4.272601
off,15138832,18,12.320000,4.272601
off,15138832,7,12.340000,4.523929
off,15138832,10,12.340000,4.523929
off,15138832,17,12.380000,5.026584
off,15138832,2,12.400000,5.277911
off,15138832,4,12.420000,5.529239
off,15138832,26,12.440000,5.780566
off,15138832,12,12.460000,6.031894
off,15138832,9,12.480000,0.000036
off,15138832,25,12.540000,0.754018
off,15138832,30,12.540000,0.754018
off,15138832,23,12.559999,1.005345
off,15138832,15,12.599999,1.508000
off,15138832,31,12.599999,1.508000
off,15138832,8,12.620000,1.759328
off,15138832,27,12.620000,1.759328
off,15138832,0,12.660000,2.261983
off,15138832,22,12.679999,2.513310
off,15138832,3,12.700000,2.764638
off,15138832,1,12.719999,3.015965
off,15138832,21,12.719999,3.015965
off,15138832,13,12.759999,3.518620
off,15138832,19,12.759999,3.518620
off,15138832,16,12.780000,3.769948
off,15138832,5,12.799999,4.021275
off,15138832,11,12.799999,4.021275
off,15138832,14,12.799999,4.021275
off,15138832,20,12.820000,4.272603
off,15138832,24,12.840000,4.523930
off,15138832,29,12.840000,4.523930
off,15138832,18,12.860000,4.775258
off,15138832,28,12.860000,4.775258
off,15138832,6,12.880000,5.026585
off,15138832,7,12.900000,5.277913
off,15138832,10,12.900000,5.277913
off,15138832,17,12.940000,5.780568
off,15138832,2,12.960000,6.031895
off,15138832,4,12.980000,0.000037
off,15138832,26,12.980000,0.000037
off,15138832,12,13.020000,0.502692
off,15138832,9,13.040000,0.754019
off,15138832,30,13.099999,1.508002
off,15138832,23,13.120000,1.759329
off,15138832,25,13.120000,1.759329
off,15138832,8,13.160000,2.261984
off,15138832,31,13.160000,2.261984
off,15138832,15,13.179999,2.513312
off,15138832,27,13.179999,2.513312
off,15138832,0,13.200000,2.764639
off,15138832,22,13.219999,3.015967
off,15138832,3,13.240000,3.267294
off,15138832,1,13.280000,3.769949
off,15138832,21,13.280000,3.769949
off,15138832,13,13.320000,4.272604
off,15138832,16,13.320000,4.272604
off,15138832,19,13.320000,4.272604
off,15138832,5,13.340000,4.523932
off,15138832,11,13.360000,4.775259
off,15138832,14,13.360000,4.775259
off,15138832,20,13.380000,5.026587
off,15138832,24,13.380000,5.026587
off,15138832,18,13.400000,5.277914
off,15138832,29,13.400000,5.277914
off,15138832,28,13.420000,5.529242
off,15138832,6,13.440000,5.780569
off,15138832,7,13.440000,5.780569
off,15138832,10,13.440000,5.780569
off,15138832,17,13.500000,0.251366
off,15138832,2,13.520000,0.502693
off,15138832,4,13.520000,0.502693
off,15138832,26,13.520000,0.502693
off,15138832,9,13.580000,1.256676
off,15138832,12,13.580000,1.256676
off,15138832,30,13.639999,2.010658
off,15138832,25,13.679999,2.513313
off,15138832,23,13.700000,2.764641
off,15138832,8,13.719999,3.015968
off,15138832,27,13.719999,3.015968
off,15138832,31,13.719999,3.015968
off,15138832,15,13.740000,3.267296
off,15138832,0,13.759999,3.518623
off,15138832,22,13.780000,3.769951
off,15138832,3,13.799999,4.021278
off,15138832,21,13.820000,4.272605
off,15138832,1,13.840000,4.523933
off,15138832,13,13.860000,4.775260
off,15138832,16,13.860000,4.775260
off,15138832,5,13.880000,5.026588
off,15138832,19,13.880000,5.026588
off,15138832,11,13.900000,5.277915
off,15138832,14,13.900000,5.277915
off,15138832,20,13.920000,5.529243
off,15138832,24,13.940000,5.780571
off,15138832,18,13.960000,6.031898
off,15138832,29,13.960000,6.031898
off,15138832,6,14.000000,0.251367
off,15138832,7,14.000000,0.251367
off,15138832,10,14.000000,0.251367
off,15138832,28,14.000000,0.251367
off,15138832,17,14.059999,1.005350
off,15138832,26,14.059999,1.005350
off,15138832,2,14.080000,1.256677
off,15138832,4,14.080000,1.256677
off,15138832,9,14.139999,2.010659
off,15138832,12,14.160000,2.261987
off,15138832,30,14.200000,2.764642
off,15138832,25,14.240000,3.267297
off,15138832,8,14.259999,3.518625
off,15138832,23,14.259999,3.518625
off,15138832,31,14.259999,3.518625
off,15138832,27,14.280000,3.769952
off,15138832,0,14.299999,4.021279
off,15138832,15,14.299999,4.021279
off,15138832,22,14.320000,4.272607
off,15138832,3,14.340000,4.523934
off,15138832,21,14.380000,5.026589
off,15138832,1,14.400000,5.277917
off,15138832,13,14.400000,5.277917
off,15138832,16,14.420000,5.529244
off,15138832,5,14.440000,5.780572
off,15138832,14,14.440000,5.780572
off,15138832,19,14.440000,5.780572
off,15138832,11,14.460000,6.031899
off,15138832,20,14.480000,0.000041
off,15138832,24,14.480000,0.000041
off,15138832,18,14.500000,0.251369
off,15138832,29,14.520000,0.502696
off,15138832,6,14.540000,0.754024
off,15138832,7,14.540000,0.754024
off,15138832,10,14.559999,1.005351
off,15138832,28,14.559999,1.005351
off,15138832,4,14.620000,1.759333
off,15138832,17,14.620000,1.759333
off,15138832,26,14.620000,1.759333
off,15138832,2,14.639999,2.010661
off,15138832,9,14.679999,2.513316
off,15138832,12,14.719999,3.015971
off,15138832,30,14.759999,3.518626
off,15138832,25,14.799999,4.021281
off,15138832,8,14.820000,4.272608
off,15138832,23,14.820000,4.272608
off,15138832,31,14.820000,4.272608
off,15138832,0,14.839999,4.523936
off,15138832,27,14.839999,4.523936
off,15138832,22,14.860000,4.775263
off,15138832,15,14.880000,5.026591
off,15138832,3,14.900000,5.277918
off,15138832,21,14.940000,5.780573
off,15138832,13,14.960000,6.031901
off,15138832,16,14.960000,6.031901
off,15138832,1,14.980000,0.000043
off,15138832,5,14.980000,0.000043
off,15138832,14,15.000000,0.251370
off,15138832,19,15.000000,0.251370
off,15138832,11,15.020000,0.502698
off,15138832,20,15.020000,0.502698
off,15138832,24,15.020000,0.502698
off,15138832,18,15.059999,1.005353
off,15138832,29,15.080000,1.256680
off,15138832,6,15.099999,1.508007
off,15138832,7,15.099999,1.508007
off,15138832,10,15.099999,1.508007
off,15138832,28,15.120000,1.759335
off,15138832,26,15.160000,2.261990
off,15138832,4,15.179999,2.513317
off,15138832,2,15.200000,2.764645
off,15138832,17,15.200000,2.764645
off,15138832,9,15.240000,3.267300
off,15138832,12,15.280000,3.769955
off,15138832,30,15.320000,4.272610
off,15138832,8,15.360000,4.775265
off,15138832,25,15.360000,4.775265
off,15138832,23,15.380000,5.026592
off,15138832,27,15.380000,5.026592
off,15138832,31,15.380000,5.026592
off,15138832,0,15.400000,5.277920
off,15138832,22,15.400000,5.277920
off,15138832,3,15.440000,5.780575
off,15138832,15,15.440000,5.780575
off,15138832,13,15.500000,0.251372
off,15138832,16,15.500000,0.251372
off,15138832,21,15.500000,0.251372
off,15138832,5,15.520000,0.502699
off,15138832,1,15.540000,0.754027
off,15138832,14,15.540000,0.754027
off,15138832,11,15.559999,1.005354
off,15138832,19,15.559999,1.005354
off,15138832,20,15.559999,1.005354
off,15138832,24,15.580000,1.256681
off,15138832,18,15.599999,1.508009
off,15138832,7,15.639999,2.010664
off,15138832,6,15.660000,2.261991
off,15138832,10,15.660000,2.261991
off,15138832,29,15.660000,2.261991
off,15138832,26,15.700000,2.764646
off,15138832,28,15.700000,2.764646
off,15138832,4,15.719999,3.015974
off,15138832,2,15.759999,3.518629
off,15138832,17,15.759999,3.518629
off,15138832,9,15.780000,3.769956
off,15138832,12,15.839999,4.523939
off,15138832,30,15.860000,4.775266
off,15138832,8,15.920000,5.529249
off,15138832,25,15.920000,5.529249
off,15138832,0,15.940000,5.780576
off,15138832,27,15.940000,5.780576
off,15138832,31,15.940000,5.780576
off,15138832,22,15.960000,6.031904
off,15138832,23,15.960000,6.031904
off,15138832,3,16.000000,0.251373
off,15138832,15,16.000000,0.251373
off,15138832,16,16.039999,0.754028
off,15138832,21,16.039999,0.754028
off,15138832,13,16.059999,1.005355
off,15138832,5,16.080000,1.256683
off,15138832,14,16.080000,1.256683
off,15138832,1,16.100000,1.508010
off,15138832,11,16.119999,1.759338
off,15138832,19,16.119999,1.759338
off,15138832,20,16.119999,1.759338
off,15138832,24,16.119999,1.759338
off,15138832,18,16.160000,2.261993
off,15138832,7,16.199999,2.764648
off,15138832,10,16.199999,2.764648
off,15138832,6,16.219999,3.015975
off,15138832,29,16.219999,3.015975
off,15138832,26,16.240000,3.267303
off,15138832,28,16.260000,3.518630
off,15138832,4,16.279999,3.769958
off,15138832,2,16.320000,4.272613
off,15138832,17,16.320000,4.272613
off,15138832,9,16.340000,4.523940
off,15138832,12,16.400000,5.277923
off,15138832,30,16.420000,5.529250
off,15138832,8,16.459999,6.031905
off,15138832,25,16.480000,0.000047
off,15138832,27,16.480000,0.000047
off,15138832,31,16.480000,0.000047
off,15138832,0,16.500000,0.251375
off,15138832,22,16.500000,0.251375
off,15138832,23,16.520000,0.502702
off,15138832,3,16.539999,0.754030
off,15138832,15,16.580000,1.256684
off,15138832,13,16.600000,1.508012
off,15138832,16,16.600000,1.508012
off,15138832,21,16.600000,1.508012
off,15138832,5,16.619999,1.759339
off,15138832,14,16.639999,2.010667
off,15138832,1,16.660000,2.261994
off,15138832,11,16.660000,2.261994
off,15138832,20,16.660000,2.261994
off,15138832,24,16.660000,2.261994
off,15138832,19,16.680000,2.513322
off,15138832,18,16.699999,2.764649
off,15138832,7,16.740000,3.267304
off,15138832,10,16.760000,3.518632
off,15138832,6,16.779999,3.769959
off,15138832,29,16.779999,3.769959
off,15138832,26,16.799999,4.021286
off,15138832,4,16.820000,4.272614
off,15138832,28,16.820000,4.272614
off,15138832,2,16.879999,5.026597
off,15138832,9,16.879999,5.026597
off,15138832,17,16.879999,5.026597
off,15138832,12,16.959999,6.031907
off,15138832,30,16.980000,0.000049
off,15138832,8,17.020000,0.502703
off,15138832,0,17.039999,0.754031
off,15138832,22,17.039999,0.754031
off,15138832,25,17.039999,0.754031
off,15138832,27,17.039999,0.754031
off,15138832,31,17.039999,0.754031
off,15138832,23,17.080000,1.256686
off,15138832,3,17.100000,1.508013
off,15138832,15,17.139999,2.010668
off,15138832,16,17.139999,2.010668
off,15138832,13,17.160000,2.261996
off,15138832,21,17.160000,2.261996
off,15138832,5,17.180000,2.513323
off,15138832,14,17.180000,2.513323
off,15138832,24,17.199999,2.764651
off,15138832,1,17.219999,3.015978
off,15138832,11,17.219999,3.015978
off,15138832,20,17.219999,3.015978
off,15138832,19,17.240000,3.267306
off,15138832,18,17.260000,3.518633
off,15138832,7,17.299999,4.021288
off,15138832,10,17.320000,4.272615
off,15138832,6,17.340000,4.523943
off,15138832,26,17.340000,4.523943
off,15138832,29,17.340000,4.523943
off,15138832,4,17.379999,5.026598
off,15138832,28,17.379999,5.026598
off,15138832,2,17.440001,5.780581
off,15138832,9,17.440001,5.780581
off,15138832,17,17.440001,5.780581
off,15138832,12,17.520000,0.502705
off,15138832,30,17.520000,0.502705
off,15138832,8,17.559999,1.005360
off,15138832,0,17.580000,1.256687
off,15138832,27,17.580000,1.256687
off,15138832,22,17.600000,1.508015
off,15138832,31,17.600000,1.508015
off,15138832,25,17.619999,1.759342
off,15138832,3,17.639999,2.010669
off,15138832,23,17.660000,2.261997
off,15138832,16,17.680000,2.513324
off,15138832,13,17.699999,2.764652
off,15138832,15,17.699999,2.764652
off,15138832,5,17.719999,3.015980
off,15138832,14,17.719999,3.015980
off,15138832,21,17.719999,3.015980
off,15138832,11,17.760000,3.518635
off,15138832,20,17.760000,3.518635
off,15138832,24,17.760000,3.518635
off,15138832,1,17.779999,3.769962
off,15138832,18,17.799999,4.021289
off,15138832,19,17.799999,4.021289
off,15138832,7,17.840000,4.523944
off,15138832,10,17.859999,4.775272
off,15138832,26,17.879999,5.026599
off,15138832,6,17.900000,5.277927
off,15138832,29,17.900000,5.277927
off,15138832,4,17.920000,5.529254
off,15138832,28,17.959999,6.031909
off,15138832,9,17.980000,0.000051
off,15138832,2,18.000000,0.251379
off,15138832,17,18.000000,0.251379
off,15138832,30,18.080000,1.256689
off,15138832,8,18.100000,1.508016
off,15138832,12,18.100000,1.508016
off,15138832,0,18.139999,2.010671
off,15138832,22,18.139999,2.010671
off,15138832,27,18.139999,2.010671
off,15138832,31,18.160000,2.261998
off,15138832,25,18.180000,2.513326
off,15138832,3,18.199999,2.764653
off,15138832,16,18.219999,3.015981
off,15138832,23,18.219999,3.015981
off,15138832,5,18.260000,3.518636
off,15138832,13,18.260000,3.518636
off,15138832,21,18.260000,3.518636
off,15138832,14,18.279999,3.769964
off,15138832,15,18.279999,3.769964
off,15138832,20,18.299999,4.021291
off,15138832,24,18.299999,4.021291
off,15138832,11,18.320000,4.272618
off,15138832,1,18.340000,4.523946
off,15138832,18,18.340000,4.523946
off,15138832,19,18.359999,4.775273
off,15138832,7,18.400000,5.277928
off,15138832,10,18.420000,5.529256
off,15138832,26,18.420000,5.529256
off,15138832,6,18.459999,6.031911
off,15138832,29,18.459999,6.031911
off,15138832,4,18.480000,0.000053
off,15138832,28,18.520000,0.502708
off,15138832,9,18.539999,0.754035
off,15138832,2,18.559999,1.005363
off,15138832,17,18.580000,1.256690
off,15138832,30,18.639999,2.010672
off,15138832,8,18.660000,2.262000
off,15138832,12,18.660000,2.262000
off,15138832,0,18.680000,2.513327
off,15138832,22,18.680000,2.513327
off,15138832,27,18.680000,2.513327
off,15138832,31,18.699999,2.764655
off,15138832,3,18.740000,3.267310
off,15138832,25,18.740000,3.267310
off,15138832,16,18.779999,3.769965
off,15138832,23,18.779999,3.769965
off,15138832,13,18.799999,4.021292
off,15138832,5,18.820000,4.272620
off,15138832,14,18.820000,4.272620
off,15138832,21,18.820000,4.272620
off,15138832,15,18.840000,4.523947
off,15138832,24,18.840000,4.523947
off,15138832,11,18.859999,4.775275
off,15138832,20,18.859999,4.775275
off,15138832,18,18.900000,5.277930
off,15138832,1,18.920000,5.529257
off,15138832,19,18.920000,5.529257
off,15138832,7,18.959999,6.031912
off,15138832,10,18.959999,6.031912
off,15138832,26,18.980000,0.000054
off,15138832,6,19.000000,0.251382
off,15138832,4,19.020000,0.502709
off,15138832,29,19.020000,0.502709
off,15138832,9,19.080000,1.256691
off,15138832,28,19.080000,1.256691
off,15138832,2,19.119999,1.759346
off,15138832,17,19.139999,2.010674
off,15138832,30,19.180000,2.513329
off,15138832,8,19.199999,2.764656
off,15138832,0,19.219999,3.015984
off,15138832,12,19.219999,3.015984
off,15138832,22,19.219999,3.015984
off,15138832,27,19.240000,3.267311
off,15138832,31,19.260000,3.518639
off,15138832,3,19.299999,4.021294
off,15138832,25,19.299999,4.021294
off,15138832,16,19.320000,4.272621
off,15138832,5,19.359999,4.775276
off,15138832,13,19.359999,4.775276
off,15138832,14,19.359999,4.775276
off,15138832,23,19.359999,4.775276
off,15138832,21,19.379999,5.026604
off,15138832,15,19.400000,5.277931
off,15138832,20,19.400000,5.277931
off,15138832,24,19.400000,5.277931
off,15138832,11,19.420000,5.529259
off,15138832,18,19.439999,5.780586
off,15138832,1,19.480000,0.000056
off,15138832,19,19.480000,0.000056
off,15138832,7,19.500000,0.251383
off,15138832,10,19.520000,0.502711
off,15138832,26,19.520000,0.502711
off,15138832,6,19.559999,1.005365
off,15138832,4,19.580000,1.256693
off,15138832,29,19.580000,1.256693
off,15138832,9,19.639999,2.010675
off,15138832,28,19.639999,2.010675
off,15138832,2,19.680000,2.513330
off,15138832,17,19.699999,2.764658
off,15138832,30,19.740000,3.267313
off,15138832,8,19.760000,3.518640
off,15138832,0,19.779999,3.769968
off,15138832,12,19.779999,3.769968
off,15138832,22,19.779999,3.769968
off,15138832,27,19.799999,4.021295
off,15138832,31,19.820000,4.272623
off,15138832,3,19.840000,4.523950
off,15138832,16,19.859999,4.775278
off,15138832,25,19.859999,4.775278
off,15138832,5,19.900000,5.277933
off,15138832,13,19.900000,5.277933
off,15138832,14,19.920000,5.529260
off,15138832,21,19.920000,5.529260
off,15138832,23,19.920000,5.529260
off,15138832,24,19.939999,5.780588
off,15138832,11,19.959999,6.031915
off,15138832,20,19.959999,6.031915
off,15138832,15,19.980000,0.000057
off,15138832,18,20.000000,0.251385
off,15138832,1,20.039999,0.754040
off,15138832,19,20.039999,0.754040
off,15138832,7,20.059999,1.005367
off,15138832,26,20.059999,1.005367
off,15138832,10,20.080000,1.256694
off,15138832,4,20.119999,1.759349
off,15138832,6,20.119999,1.759349
off,15138832,29,20.139999,2.010677
off,15138832,9,20.199999,2.764659
off,15138832,28,20.219999,3.015987
off,15138832,2,20.240000,3.267314
off,15138832,17,20.260000,3.518642
off,15138832,8,20.299999,4.021297
off,15138832,30,20.299999,4.021297
off,15138832,0,20.320000,4.272624
off,15138832,22,20.320000,4.272624
off,15138832,12,20.340000,4.523952
off,15138832,27,20.340000,4.523952
off,15138832,31,20.379999,5.026607
off,15138832,3,20.400000,5.277934
off,15138832,16,20.400000,5.277934
off,15138832,25,20.420000,5.529262
off,15138832,13,20.439999,5.780589
off,15138832,5,20.459999,6.031917
off,15138832,14,20.459999,6.031917
off,15138832,21,20.480000,0.000059
off,15138832,23,20.480000,0.000059
off,15138832,24,20.480000,0.000059
off,15138832,20,20.500000,0.251386
off,15138832,11,20.520000,0.502714
off,15138832,15,20.539999,0.754041
off,15138832,18,20.539999,0.754041
off,15138832,1,20.600000,1.508023
off,15138832,7,20.600000,1.508023
off,15138832,19,20.600000,1.508023
off,15138832,26,20.600000,1.508023
off,15138832,10,20.619999,1.759351
off,15138832,4,20.680000,2.513333
off,15138832,6,20.680000,2.513333
off,15138832,29,20.719999,3.015988
off,15138832,9,20.740000,3.267316
off,15138832,28,20.779999,3.769971
off,15138832,2,20.799999,4.021298
off,15138832,17,20.820000,4.272625
off,15138832,30,20.840000,4.523953
off,15138832,0,20.859999,4.775280
off,15138832,8,20.859999,4.775280
off,15138832,22,20.859999,4.775280
off,15138832,12,20.900000,5.277936
off,15138832,27,20.900000,5.277936
off,15138832,31,20.920000,5.529263
off,15138832,3,20.939999,5.780591
off,15138832,16,20.959999,6.031918
off,15138832,25,20.980000,0.000060
off,15138832,5,21.000000,0.251388
off,15138832,13,21.000000,0.251388
off,15138832,14,21.000000,0.251388
off,15138832,21,21.039999,0.754042
off,15138832,23,21.039999,0.754042
off,15138832,24,21.039999,0.754042
off,15138832,11,21.059999,1.005370
off,15138832,20,21.059999,1.005370
off,15138832,15,21.100000,1.508025
off,15138832,18,21.100000,1.508025
off,15138832,26,21.139999,2.010679
off,15138832,1,21.160000,2.262007
off,15138832,7,21.160000,2.262007
off,15138832,19,21.160000,2.262007
off,15138832,10,21.180000,2.513335
off,15138832,4,21.219999,3.015990
off,15138832,6,21.240000,3.267317
off,15138832,29,21.279999,3.769972
off,15138832,9,21.299999,4.021299
off,15138832,28,21.340000,4.523954
off,15138832,2,21.359999,4.775282
off,15138832,17,21.379999,5.026609
off,15138832,8,21.400000,5.277937
off,15138832,30,21.400000,5.277937
off,15138832,0,21.420000,5.529264
off,15138832,22,21.420000,5.529264
off,15138832,27,21.439999,5.780592
off,15138832,12,21.480000,0.000062
off,15138832,31,21.480000,0.000062
off,15138832,3,21.500000,0.251389
off,15138832,16,21.500000,0.251389
off,15138832,13,21.539999,0.754044
off,15138832,25,21.539999,0.754044
off,15138832,5,21.559999,1.005371
off,15138832,14,21.559999,1.005371
off,15138832,24,21.580000,1.256699
off,15138832,20,21.600000,1.508026
off,15138832,21,21.600000,1.508026
off,15138832,11,21.619999,1.759353
off,15138832,23,21.619999,1.759353
off,15138832,18,21.639999,2.010681
off,15138832,15,21.680000,2.513336
off,15138832,7,21.699999,2.764663
off,15138832,26,21.699999,2.764663
off,15138832,1,21.719999,3.015991
off,15138832,10,21.719999,3.015991
off,15138832,19,21.719999,3.015991
off,15138832,4,21.779999,3.769974
off,15138832,6,21.799999,4.021301
off,15138832,9,21.840000,4.523956
off,15138832,29,21.840000,4.523956
off,15138832,28,21.900000,5.277938
off,15138832,2,21.920000,5.529266
off,15138832,0,21.959999,6.031921
off,15138832,8,21.959999,6.031921
off,15138832,17,21.959999,6.031921
off,15138832,22,21.959999,6.031921
off,15138832,30,21.959999,6.031921
off,15138832,27,22.000000,0.251390
off,15138832,3,22.039999,0.754045
off,15138832,12,22.039999,0.754045
off,15138832,16,22.039999,0.754045
off,15138832,31,22.039999,0.754045
off,15138832,5,22.100000,1.508027
off,15138832,13,22.100000,1.508027
off,15138832,14,22.100000,1.508027
off,15138832,24,22.119999,1.759355
off,15138832,25,22.119999,1.759355
off,15138832,20,22.139999,2.010682
off,15138832,21,22.139999,2.010682
off,15138832,11,22.180000,2.513337
off,15138832,23,22.180000,2.513337
off,15138832,18,22.199999,2.764665
off,15138832,15,22.240000,3.267320
off,15138832,26,22.240000,3.267320
off,15138832,7,22.260000,3.518647
