condition,seed,life_id,agent_id,birth_step,death_step,lifetime_steps,c_score_birth,c_score_firstk,avg_c_score_tick,c_score_std_over_life,avg_c_score_attack,c_level01_birth,c_level01_firstk,avg_c_level01_tick,c_level01_std_over_life,avg_c_level01_attack,attack_tick_count
norecharge,12648467,145,13,859,1069,210,0.216750,0.216750,0.216751,0.000000,0.216750,0.606553,0.606553,0.606552,0.000000,0.606553,2
norecharge,12648467,138,1,838,1071,233,0.041386,0.041386,0.041386,0.000048,0.041386,0.520681,0.520681,0.520682,0.000000,0.520681,2
norecharge,12648467,152,28,888,1075,187,0.028989,0.028989,0.028989,0.000019,0.028989,0.514491,0.514490,0.514490,0.000828,0.514491,2
norecharge,12648467,140,10,842,1078,236,0.047624,0.047624,0.047625,0.000000,0.047624,0.523794,0.523794,0.523796,0.000000,0.523794,2
norecharge,12648467,147,27,873,1084,211,0.061296,0.061296,0.061296,0.000063,0.061296,0.530609,0.530609,0.530609,0.000691,0.530609,1
norecharge,12648467,144,3,856,1089,233,0.003713,0.003713,0.003713,0.000000,0.003713,0.501856,0.501856,0.501856,0.001233,0.501856,1
norecharge,12648467,146,16,871,1091,220,0.024713,0.024713,0.024713,0.000000,0.024713,0.512354,0.512354,0.512353,0.000691,0.512354,2
norecharge,12648467,154,26,898,1100,202,0.093258,0.093258,0.093258,0.000000,0.093258,0.546416,0.546416,0.546417,0.000000,0.546416,1
norecharge,12648467,150,8,881,1113,232,0.099263,0.099263,0.099263,0.000161,0.099263,0.549404,0.549404,0.549402,0.001348,0.549404,2
norecharge,12648467,151,22,881,1117,236,0.122371,0.122371,0.122371,0.000000,0.122371,0.560257,0.560257,0.560257,0.000772,0.560257,2
norecharge,12648467,155,24,899,1121,222,0.003320,0.003320,0.003320,0.000008,0.003320,0.501660,0.501660,0.501661,0.000000,0.501660,2
norecharge,12648467,158,2,937,1124,187,0.015341,0.015341,0.015341,0.000000,0.015341,0.507670,0.507670,0.507670,0.000457,0.507670,2
norecharge,12648467,153,17,898,1131,233,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,0
norecharge,12648467,157,19,932,1135,203,0.012917,0.012917,0.012917,0.000000,0.012917,0.506458,0.506458,0.506457,0.001208,0.506458,1
norecharge,12648467,159,0,943,1140,197,0.028112,0.028112,0.028112,0.000029,0.028112,0.514051,0.514051,0.514051,0.000000,0.514051,2
norecharge,12648467,156,29,905,1143,238,0.013299,0.013299,0.013299,0.000026,0.013299,0.506648,0.506648,0.506647,0.000810,0.506648,3
norecharge,12648467,161,5,986,1191,205,0.001044,0.001044,0.001044,0.000000,0.001044,0.500522,0.500522,0.500521,0.001092,0.500522,2
norecharge,12648467,163,31,1009,1196,187,0.001248,0.001248,0.001248,0.000000,0.001248,0.500624,0.500624,0.500625,0.000000,0.500625,0
norecharge,12648467,164,20,1012,1199,187,0.056064,0.056064,0.056065,0.000000,0.056064,0.527992,0.527992,0.527992,0.000000,0.527992,2
norecharge,12648467,162,12,1001,1201,200,0.037091,0.037091,0.037091,0.000000,0.037091,0.518508,0.518508,0.518508,0.000345,0.518508,2
norecharge,12648467,160,18,953,1204,251,0.016381,0.016381,0.016381,0.000031,0.016381,0.508190,0.508190,0.508188,0.000810,0.508190,2
norecharge,12648467,166,11,1014,1204,190,0.039551,0.039551,0.039551,0.000097,0.039551,0.519764,0.519764,0.519765,0.000000,0.519764,2
norecharge,12648467,167,15,1026,1221,195,0.143905,0.143905,0.143904,0.000334,0.143905,0.569649,0.569649,0.569649,0.001007,0.569649,2
norecharge,12648467,165,30,1013,1235,222,0.002648,0.002648,0.002648,0.000005,0.002648,0.501324,0.501324,0.501325,0.000000,0.501324,2
norecharge,12648467,170,23,1038,1239,201,0.071881,0.071881,0.071881,0.000110,0.071881,0.535879,0.535879,0.535879,0.000000,0.535879,2
norecharge,12648467,171,4,1052,1239,187,0.051712,0.051712,0.051712,0.000115,0.051712,0.525821,0.525821,0.525820,0.001171,0.525821,2
norecharge,12648467,169,6,1036,1249,213,0.020034,0.020034,0.020034,0.000035,0.020034,0.510015,0.510015,0.510015,0.000000,0.510015,2
norecharge,12648467,175,9,1066,1253,187,0.008194,0.008194,0.008194,0.000000,0.008194,0.504082,0.504082,0.504082,0.000000,0.504082,2
norecharge,12648467,176,13,1070,1257,187,0.013891,0.013891,0.013891,0.000000,0.013891,0.506941,0.506941,0.506942,0.000000,0.506941,2
norecharge,12648467,168,21,1034,1263,229,0.003933,0.003933,0.003933,0.000009,0.003933,0.501967,0.501967,0.501968,0.000000,0.501967,3
norecharge,12648467,178,28,1076,1263,187,0.016745,0.016745,0.016745,0.000000,0.016745,0.508371,0.508371,0.508370,0.000930,0.508371,1
norecharge,12648467,179,10,1079,1272,193,0.057737,0.057737,0.057737,0.000000,0.057737,0.528836,0.528836,0.528837,0.000000,0.528836,1
norecharge,12648467,173,25,1065,1279,214,0.174005,0.174005,0.174005,0.000000,0.174005,0.581817,0.581817,0.581818,0.000000,0.581817,2
norecharge,12648467,182,16,1092,1279,187,0.020851,0.020851,0.020851,0.000000,0.020851,0.510423,0.510423,0.510422,0.000772,0.510423,2
norecharge,12648467,172,7,1062,1281,219,0.014143,0.014143,0.014143,0.000000,0.014143,0.507071,0.507071,0.507072,0.000000,0.507071,2
norecharge,12648467,174,14,1066,1288,222,0.014901,0.014901,0.014901,0.000035,0.014901,0.507297,0.507297,0.507296,0.001078,0.507297,2
norecharge,12648467,180,27,1085,1310,225,0.036221,0.036221,0.036221,0.000042,0.036221,0.518102,0.518102,0.518103,0.000000,0.518102,2
norecharge,12648467,177,1,1072,1311,239,0.022764,0.022764,0.022764,0.000000,0.022764,0.511380,0.511380,0.511381,0.000000,0.511380,3
norecharge,12648467,185,22,1118,1312,194,0.040204,0.040204,0.040204,0.000000,0.040204,0.520077,0.520077,0.520078,0.000000,0.520077,1
norecharge,12648467,187,2,1125,1312,187,0.033888,0.033888,0.033888,0.000000,0.033888,0.516933,0.516933,0.516932,0.000897,0.516933,2
norecharge,12648467,181,3,1090,1320,230,0.049079,0.049079,0.049079,0.000026,0.049079,0.524519,0.524519,0.524520,0.000000,0.524519,2
norecharge,12648467,188,17,1132,1326,194,0.024075,0.024075,0.024075,0.000044,0.024075,0.512035,0.512035,0.512034,0.001221,0.512035,2
norecharge,12648467,183,26,1101,1333,232,0.043156,0.043156,0.043156,0.000000,0.043156,0.521564,0.521564,0.521563,0.001434,0.521564,2
norecharge,12648467,184,8,1114,1338,224,0.006522,0.006522,0.006522,0.000000,0.006522,0.503261,0.503261,0.503260,0.001269,0.503261,2
norecharge,12648467,189,19,1136,1343,207,0.031029,0.031029,0.031029,0.000051,0.031029,0.515509,0.515509,0.515510,0.000000,0.515509,2
norecharge,12648467,191,29,1144,1351,207,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648467,190,0,1141,1355,214,0.040743,0.040743,0.040743,0.000036,0.040743,0.520359,0.520359,0.520357,0.001434,0.520359,2
norecharge,12648467,186,24,1122,1361,239,0.067394,0.067394,0.067394,0.000000,0.067394,0.533646,0.533646,0.533646,0.000669,0.533646,3
norecharge,12648467,192,5,1192,1379,187,0.017565,0.017565,0.017565,0.000022,0.017565,0.508782,0.508782,0.508781,0.000244,0.508781,0
norecharge,12648467,195,12,1202,1389,187,0.691412,0.691412,0.691412,0.000000,0.691412,0.771506,0.771506,0.771506,0.000732,0.771506,2
norecharge,12648467,196,18,1205,1392,187,0.024217,0.024217,0.024217,0.000029,0.024217,0.511779,0.511779,0.511780,0.000000,0.511779,2
norecharge,12648467,193,31,1197,1415,218,0.315057,0.315057,0.315057,0.000488,0.315057,0.645599,0.645599,0.645599,0.000646,0.645599,2
norecharge,12648467,197,11,1205,1416,211,0.000011,0.000011,0.000011,0.000000,0.000011,0.500005,0.500005,0.500006,0.000000,0.500005,1
norecharge,12648467,199,30,1236,1423,187,0.015311,0.015311,0.015311,0.000024,0.015311,0.507596,0.507596,0.507596,0.000000,0.507596,1
norecharge,12648467,194,20,1200,1437,237,0.000327,0.000327,0.000327,0.000000,0.000327,0.500164,0.500164,0.500162,0.001303,0.500164,2
norecharge,12648467,201,4,1240,1437,197,0.069781,0.069781,0.069781,0.000000,0.069781,0.534833,0.534833,0.534834,0.000000,0.534833,1
norecharge,12648467,202,6,1250,1437,187,0.027305,0.027305,0.027305,0.000022,0.027305,0.513648,0.513648,0.513649,0.000000,0.513648,2
norecharge,12648468,1,1,0,187,187,0.018877,0.018877,0.018877,0.000030,0.018877,0.509411,0.509411,0.509412,0.000000,0.509411,2
norecharge,12648468,2,2,0,187,187,0.025370,0.025370,0.025370,0.000000,0.025370,0.512682,0.512682,0.512681,0.001245,0.512682,2
norecharge,12648468,3,3,0,187,187,0.081094,0.081094,0.081095,0.000000,0.081094,0.540453,0.540453,0.540452,0.000791,0.540453,2
norecharge,12648468,4,4,0,187,187,0.024654,0.024654,0.024653,0.000042,0.024654,0.512324,0.512324,0.512323,0.000000,0.512324,2
norecharge,12648468,11,11,0,187,187,0.003887,0.003887,0.003887,0.000000,0.003887,0.501943,0.501943,0.501943,0.000000,0.501943,2
norecharge,12648468,12,12,0,187,187,0.065080,0.065080,0.065080,0.000075,0.065080,0.532410,0.532410,0.532410,0.000000,0.532410,2
norecharge,12648468,19,19,0,187,187,0.096260,0.096260,0.096260,0.000101,0.096260,0.547943,0.547943,0.547943,0.000000,0.547943,2
norecharge,12648468,21,21,0,187,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648468,23,23,0,187,187,0.065896,0.065896,0.065896,0.000142,0.065896,0.532892,0.532892,0.532891,0.000992,0.532892,2
norecharge,12648468,27,27,0,187,187,0.269406,0.269406,0.269406,0.000000,0.269406,0.623459,0.623460,0.623459,0.001036,0.623459,2
norecharge,12648468,16,16,0,190,190,0.000053,0.000053,0.000053,0.000000,0.000053,0.500026,0.500027,0.500025,0.001132,0.500026,1
norecharge,12648468,15,15,0,191,191,0.000002,0.000002,0.000002,0.000000,0.000002,0.500001,0.500001,0.500000,0.000345,0.500001,2
norecharge,12648468,18,18,0,195,195,0.008602,0.008602,0.008602,0.000008,0.008602,0.504300,0.504300,0.504301,0.000000,0.504300,2
norecharge,12648468,9,9,0,199,199,0.004075,0.004075,0.004075,0.000009,0.004075,0.502038,0.502038,0.502037,0.000000,0.502038,2
norecharge,12648468,6,6,0,205,205,0.000019,0.000019,0.000019,0.000000,0.000019,0.500010,0.500010,0.500009,0.000930,0.500010,2
norecharge,12648468,24,24,0,205,205,0.000004,0.000004,0.000004,0.000000,0.000004,0.500002,0.500002,0.500001,0.000772,0.500002,2
norecharge,12648468,10,10,0,215,215,0.046690,0.046690,0.046690,0.000000,0.046690,0.523328,0.523328,0.523329,0.000000,0.523328,2
norecharge,12648468,0,0,0,219,219,0.192862,0.192862,0.192862,0.000000,0.192862,0.594244,0.594244,0.594245,0.000000,0.594244,2
norecharge,12648468,31,31,0,219,219,0.096179,0.096179,0.096179,0.000000,0.096179,0.547942,0.547942,0.547943,0.000000,0.547942,2
norecharge,12648468,25,25,0,226,226,0.042683,0.042683,0.042683,0.000000,0.042683,0.521309,0.521309,0.521309,0.000000,0.521309,1
norecharge,12648468,8,8,0,229,229,0.301466,0.301466,0.301467,0.000000,0.301466,0.645799,0.645799,0.645798,0.000669,0.645799,2
norecharge,12648468,14,14,0,230,230,0.089603,0.089603,0.089603,0.000000,0.089603,0.544669,0.544669,0.544670,0.000000,0.544669,2
norecharge,12648468,17,17,0,230,230,0.016339,0.016339,0.016339,0.000041,0.016339,0.508169,0.508169,0.508169,0.000000,0.508169,2
norecharge,12648468,20,20,0,230,230,0.003314,0.003314,0.003314,0.000003,0.003314,0.501657,0.501657,0.501656,0.000828,0.501657,2
norecharge,12648468,29,29,0,230,230,0.023757,0.023757,0.023757,0.000022,0.023757,0.511876,0.511876,0.511877,0.000000,0.511876,3
norecharge,12648468,13,13,0,238,238,0.140729,0.140729,0.140728,0.000216,0.140729,0.567485,0.567485,0.567484,0.001132,0.567485,3
norecharge,12648468,22,22,0,238,238,0.010411,0.010411,0.010411,0.000016,0.010411,0.505205,0.505205,0.505204,0.001392,0.505205,3
norecharge,12648468,7,7,0,241,241,0.031296,0.031296,0.031296,0.000000,0.031296,0.515602,0.515602,0.515602,0.000732,0.515602,3
norecharge,12648468,26,26,0,242,242,0.036290,0.036290,0.036290,0.000000,0.036290,0.518134,0.518134,0.518135,0.000000,0.518134,2
norecharge,12648468,5,5,0,246,246,0.062881,0.062881,0.062881,0.000000,0.062881,0.531399,0.531399,0.531401,0.000000,0.531399,2
norecharge,12648468,28,28,0,249,249,0.349247,0.349247,0.349246,0.000579,0.349247,0.659826,0.659825,0.659825,0.001208,0.659826,3
norecharge,12648468,30,30,0,250,250,0.012214,0.012214,0.012214,0.000000,0.012214,0.506107,0.506107,0.506105,0.001392,0.506107,2
norecharge,12648468,33,2,188,375,187,0.026834,0.026834,0.026834,0.000000,0.026834,0.513403,0.513403,0.513404,0.000000,0.513403,1
norecharge,12648468,36,11,188,375,187,0.033218,0.033218,0.033218,0.000067,0.033218,0.516603,0.516603,0.516602,0.001078,0.516603,2
norecharge,12648468,37,12,188,375,187,0.075650,0.075650,0.075650,0.000000,0.075650,0.537749,0.537749,0.537750,0.000000,0.537749,2
norecharge,12648468,38,19,188,375,187,0.026128,0.026128,0.026128,0.000000,0.026128,0.513061,0.513061,0.513061,0.000173,0.513061,1
norecharge,12648468,39,21,188,375,187,0.031038,0.031038,0.031038,0.000000,0.031038,0.515513,0.515513,0.515512,0.000669,0.515513,1
norecharge,12648468,46,6,206,393,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
norecharge,12648468,34,3,188,397,209,0.021910,0.021910,0.021910,0.000000,0.021910,0.510948,0.510948,0.510948,0.000000,0.510948,2
norecharge,12648468,40,23,188,402,214,0.046949,0.046949,0.046949,0.000000,0.046949,0.523439,0.523439,0.523438,0.000573,0.523439,2
norecharge,12648468,45,9,200,403,203,0.007614,0.007614,0.007614,0.000014,0.007614,0.503807,0.503807,0.503807,0.000000,0.503807,2
norecharge,12648468,50,31,220,407,187,0.002240,0.002240,0.002240,0.000004,0.002240,0.501120,0.501120,0.501121,0.000000,0.501120,2
norecharge,12648468,35,4,188,414,226,0.017704,0.017704,0.017704,0.000026,0.017704,0.508851,0.508851,0.508850,0.000930,0.508851,2
norecharge,12648468,47,24,206,415,209,0.054881,0.054881,0.054880,0.000127,0.054881,0.527397,0.527397,0.527397,0.000752,0.527397,2
norecharge,12648468,54,17,231,418,187,0.010992,0.010992,0.010992,0.000000,0.010992,0.505496,0.505496,0.505495,0.001007,0.505495,0
norecharge,12648468,32,1,188,420,232,0.000533,0.000533,0.000533,0.000001,0.000533,0.500266,0.500266,0.500267,0.000000,0.500266,2
norecharge,12648468,52,8,230,422,192,0.025087,0.025087,0.025087,0.000000,0.025087,0.512374,0.512374,0.512374,0.000000,0.512374,2
norecharge,12648468,44,18,196,426,230,0.094443,0.094443,0.094443,0.000114,0.094443,0.547082,0.547082,0.547081,0.000299,0.547082,3
norecharge,12648468,57,13,239,426,187,0.054536,0.054536,0.054536,0.000000,0.054536,0.527238,0.527238,0.527238,0.001145,0.527238,2
norecharge,12648468,43,15,192,431,239,0.031986,0.031986,0.031986,0.000000,0.031986,0.515987,0.515987,0.515986,0.001370,0.515987,1
norecharge,12648468,41,27,188,434,246,0.000003,0.000003,0.000003,0.000000,0.000003,0.500001,0.500001,0.500000,0.000622,0.500001,3
norecharge,12648468,51,25,227,434,207,0.101437,0.101437,0.101437,0.000175,0.101437,0.550545,0.550545,0.550545,0.000598,0.550545,1
norecharge,12648468,49,0,220,437,217,0.114092,0.114092,0.114092,0.000000,0.114092,0.556421,0.556421,0.556420,0.001119,0.556421,2
norecharge,12648468,62,28,250,437,187,0.060445,0.060445,0.060445,0.000000,0.060445,0.530133,0.530133,0.530134,0.000000,0.530133,2
norecharge,12648468,63,30,251,438,187,0.078876,0.078876,0.078876,0.000000,0.078876,0.538776,0.538776,0.538775,0.000977,0.538775,0
norecharge,12648468,42,16,191,440,249,0.033800,0.033800,0.033800,0.000000,0.033800,0.516894,0.516894,0.516893,0.000299,0.516894,2
norecharge,12648468,53,14,231,443,212,0.138220,0.138220,0.138220,0.000000,0.138220,0.567413,0.567413,0.567413,0.000000,0.567413,2
norecharge,12648468,58,22,239,457,218,0.007531,0.007531,0.007531,0.000017,0.007531,0.503763,0.503763,0.503762,0.000791,0.503763,2
norecharge,12648468,48,10,216,461,245,0.064185,0.064185,0.064185,0.000000,0.064185,0.532041,0.532041,0.532042,0.000000,0.532041,2
norecharge,12648468,55,20,231,462,231,0.009733,0.009733,0.009733,0.000006,0.009733,0.504866,0.504866,0.504867,0.000000,0.504866,2
norecharge,12648468,56,29,231,470,239,0.009636,0.009636,0.009636,0.000000,0.009636,0.504818,0.504818,0.504816,0.001233,0.504818,2
norecharge,12648468,60,26,243,479,236,0.003643,0.003643,0.003643,0.000000,0.003643,0.501821,0.501821,0.501822,0.000000,0.501821,3
norecharge,12648468,59,7,242,481,239,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
norecharge,12648468,61,5,247,482,235,0.032781,0.032781,0.032781,0.000000,0.032781,0.516381,0.516381,0.516380,0.000000,0.516381,1
norecharge,12648468,68,21,376,563,187,0.015362,0.015362,0.015362,0.000032,0.015362,0.507680,0.507680,0.507680,0.000000,0.507680,2
norecharge,12648468,67,19,376,585,209,0.027022,0.027022,0.027022,0.000053,0.027022,0.513508,0.513508,0.513506,0.001402,0.513508,1
norecharge,12648468,65,11,376,587,211,0.032614,0.032614,0.032614,0.000073,0.032614,0.516297,0.516297,0.516297,0.001036,0.516297,2
norecharge,12648468,72,9,404,591,187,0.062142,0.062142,0.062142,0.000000,0.062142,0.531023,0.531023,0.531022,0.001370,0.531023,2
norecharge,12648468,64,2,376,594,218,0.063835,0.063835,0.063835,0.000072,0.063835,0.531861,0.531861,0.531860,0.000518,0.531861,2
norecharge,12648468,70,3,398,605,207,0.044616,0.044616,0.044616,0.000000,0.044616,0.522245,0.522245,0.522245,0.000000,0.522245,1
norecharge,12648468,80,13,427,614,187,0.041012,0.041012,0.041012,0.000000,0.041012,0.520495,0.520495,0.520494,0.000752,0.520495,2
norecharge,12648468,66,12,376,617,241,0.028141,0.028141,0.028141,0.000000,0.028141,0.514062,0.514062,0.514061,0.000752,0.514062,2
norecharge,12648468,85,28,438,625,187,0.039551,0.039551,0.039550,0.000090,0.039551,0.519762,0.519762,0.519762,0.000622,0.519762,1
norecharge,12648468,83,25,435,628,193,0.005596,0.005596,0.005596,0.000010,0.005596,0.502798,0.502798,0.502798,0.000000,0.502798,2
norecharge,12648468,87,16,441,629,188,0.045645,0.045645,0.045645,0.000000,0.045645,0.522805,0.522805,0.522804,0.000000,0.522805,2
norecharge,12648468,75,24,416,632,216,0.295130,0.295130,0.295131,0.000000,0.295130,0.623877,0.623877,0.623877,0.000000,0.623877,2
norecharge,12648468,69,6,394,637,243,0.000005,0.000005,0.000005,0.000000,0.000005,0.500002,0.500002,0.500002,0.001145,0.500002,1
norecharge,12648468,74,4,415,640,225,0.548647,0.548647,0.548647,0.000863,0.548647,0.714456,0.714456,0.714457,0.000000,0.714456,1
norecharge,12648468,82,27,435,640,205,0.032901,0.032901,0.032901,0.000000,0.032901,0.516443,0.516443,0.516442,0.000546,0.516443,1
norecharge,12648468,79,18,427,642,215,0.007448,0.007448,0.007448,0.000007,0.007448,0.503724,0.503724,0.503723,0.001021,0.503724,2
norecharge,12648468,81,15,432,644,212,0.023341,0.023341,0.023341,0.000058,0.023341,0.511646,0.511646,0.511645,0.000791,0.511646,2
norecharge,12648468,89,22,458,645,187,0.174711,0.174711,0.174711,0.000000,0.174711,0.583740,0.583740,0.583740,0.000000,0.583740,2
norecharge,12648468,71,23,403,646,243,0.010469,0.010469,0.010469,0.000020,0.010469,0.505234,0.505234,0.505234,0.000000,0.505234,1
norecharge,12648468,78,8,423,649,226,0.035756,0.035756,0.035756,0.000000,0.035756,0.517842,0.517842,0.517843,0.000000,0.517842,2
norecharge,12648468,88,14,444,655,211,0.095719,0.095719,0.095718,0.000211,0.095719,0.547714,0.547714,0.547714,0.000000,0.547714,2
norecharge,12648468,73,31,408,656,248,0.015226,0.015226,0.015226,0.000000,0.015226,0.507612,0.507612,0.507613,0.000000,0.507612,2
norecharge,12648468,90,10,462,656,194,0.000002,0.000002,0.000002,0.000000,0.000002,0.500001,0.500001,0.500000,0.000691,0.500001,2
norecharge,12648468,77,1,421,659,238,0.076824,0.076824,0.076824,0.000000,0.076824,0.537858,0.537858,0.537857,0.000992,0.537858,2
norecharge,12648468,76,17,419,660,241,0.048674,0.048674,0.048674,0.000105,0.048674,0.524318,0.524318,0.524316,0.001257,0.524318,3
norecharge,12648468,84,0,438,666,228,0.046656,0.046656,0.046656,0.000097,0.046656,0.523299,0.523299,0.523300,0.000000,0.523299,1
norecharge,12648468,93,26,480,670,190,0.016641,0.016641,0.016641,0.000033,0.016641,0.508318,0.508318,0.508317,0.001221,0.508318,2
norecharge,12648468,86,30,439,685,246,0.000111,0.000111,0.000111,0.000000,0.000111,0.500055,0.500055,0.500054,0.000712,0.500055,2
norecharge,12648468,91,20,463,700,237,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,3
norecharge,12648468,92,29,471,705,234,0.074767,0.074767,0.074767,0.000000,0.074767,0.537314,0.537314,0.537315,0.000000,0.537314,2
norecharge,12648468,94,7,482,710,228,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648468,95,5,483,714,231,0.033159,0.033159,0.033159,0.000071,0.033159,0.516573,0.516573,0.516573,0.001158,0.516573,3
norecharge,12648468,96,21,564,764,200,0.077439,0.077439,0.077439,0.000000,0.077439,0.538172,0.538172,0.538170,0.000828,0.538172,2
norecharge,12648468,100,2,595,797,202,0.015744,0.015744,0.015744,0.000000,0.015744,0.507871,0.507871,0.507872,0.000000,0.507871,1
norecharge,12648468,97,19,586,805,219,0.011900,0.011900,0.011900,0.000020,0.011900,0.505950,0.505950,0.505951,0.000000,0.505950,1
norecharge,12648468,98,11,588,812,224,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648468,103,12,618,813,195,0.026735,0.026735,0.026735,0.000000,0.026735,0.513349,0.513349,0.513350,0.000000,0.513349,2
norecharge,12648468,99,9,592,820,228,0.080914,0.080914,0.080914,0.000171,0.080914,0.540363,0.540362,0.540361,0.001269,0.540363,2
norecharge,12648468,107,24,633,820,187,0.046762,0.046762,0.046762,0.000000,0.046762,0.523364,0.523364,0.523363,0.001078,0.523364,2
norecharge,12648468,105,25,629,824,195,0.011453,0.011453,0.011453,0.000018,0.011453,0.505726,0.505726,0.505727,0.000000,0.505726,2
norecharge,12648468,101,3,606,830,224,0.056205,0.056205,0.056205,0.000000,0.056205,0.528028,0.528028,0.528029,0.000000,0.528028,1
norecharge,12648468,111,18,643,830,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,2
norecharge,12648468,108,6,638,837,199,0.011687,0.011687,0.011687,0.000000,0.011687,0.505843,0.505843,0.505844,0.000244,0.505843,2
norecharge,12648468,115,8,650,837,187,0.041936,0.041936,0.041936,0.000078,0.041936,0.520956,0.520956,0.520956,0.000488,0.520956,2
norecharge,12648468,102,13,615,841,226,0.001903,0.001903,0.001903,0.000004,0.001903,0.500952,0.500952,0.500952,0.000000,0.500952,2
norecharge,12648468,116,14,656,843,187,0.226655,0.226655,0.226654,0.000484,0.226655,0.610789,0.610789,0.610788,0.000622,0.610789,2
norecharge,12648468,119,1,660,847,187,0.042124,0.042124,0.042124,0.000000,0.042124,0.521050,0.521050,0.521050,0.000000,0.521050,2
norecharge,12648468,106,16,630,849,219,0.014904,0.014904,0.014904,0.000034,0.014904,0.507451,0.507451,0.507452,0.000000,0.507451,2
norecharge,12648468,109,4,641,855,214,0.030683,0.030683,0.030683,0.000000,0.030683,0.515329,0.515329,0.515328,0.000992,0.515329,2
norecharge,12648468,118,10,657,858,201,0.012167,0.012167,0.012167,0.000013,0.012167,0.506081,0.506081,0.506081,0.000897,0.506081,2
norecharge,12648468,114,23,647,870,223,0.008965,0.008965,0.008965,0.000021,0.008965,0.504482,0.504482,0.504481,0.000961,0.504482,2
norecharge,12648468,104,28,626,872,246,0.028093,0.028093,0.028093,0.000052,0.028093,0.514034,0.514034,0.514036,0.000000,0.514034,3
norecharge,12648468,121,0,667,873,206,0.240972,0.240972,0.240972,0.000106,0.240972,0.613208,0.613208,0.613207,0.001434,0.613208,2
norecharge,12648468,123,30,686,876,190,0.054311,0.054311,0.054311,0.000103,0.054311,0.527082,0.527082,0.527083,0.000000,0.527082,2
norecharge,12648468,112,15,645,880,235,0.059568,0.059568,0.059568,0.000000,0.059568,0.529746,0.529746,0.529747,0.000000,0.529746,1
norecharge,12648468,120,17,661,880,219,0.068272,0.068272,0.068272,0.000065,0.068272,0.534078,0.534078,0.534079,0.000000,0.534078,2
norecharge,12648468,110,27,641,887,246,0.017743,0.017743,0.017743,0.000000,0.017743,0.508871,0.508871,0.508871,0.000000,0.508871,2
norecharge,12648468,113,22,646,897,251,0.052885,0.052885,0.052885,0.000000,0.052885,0.526416,0.526416,0.526414,0.001359,0.526416,2
norecharge,12648468,125,29,706,897,191,0.025892,0.025892,0.025892,0.000071,0.025892,0.512942,0.512942,0.512941,0.001007,0.512942,2
norecharge,12648468,117,31,657,898,241,0.075268,0.075268,0.075268,0.000000,0.075268,0.537563,0.537563,0.537561,0.001392,0.537563,2
norecharge,12648468,122,26,671,904,233,0.076317,0.076317,0.076317,0.000000,0.076317,0.538084,0.538084,0.538084,0.000000,0.538084,2
norecharge,12648468,124,20,701,931,230,0.040252,0.040252,0.040252,0.000024,0.040252,0.520115,0.520115,0.520117,0.000000,0.520115,2
norecharge,12648468,127,5,715,936,221,0.041623,0.041623,0.041623,0.000000,0.041623,0.520769,0.520769,0.520768,0.000488,0.520769,1
norecharge,12648468,126,7,711,942,231,0.028604,0.028604,0.028604,0.000061,0.028604,0.514296,0.514296,0.514297,0.000000,0.514296,3
norecharge,12648468,128,21,765,952,187,0.031807,0.031807,0.031807,0.000040,0.031807,0.515898,0.515898,0.515898,0.000173,0.515898,2
norecharge,12648468,129,2,798,985,187,0.018513,0.018513,0.018513,0.000000,0.018513,0.509256,0.509255,0.509255,0.000810,0.509256,2
norecharge,12648468,131,11,813,1000,187,0.060462,0.060462,0.060462,0.000124,0.060462,0.530152,0.530152,0.530151,0.000000,0.530152,2
norecharge,12648468,134,24,821,1008,187,0.079124,0.079124,0.079124,0.000000,0.079124,0.539472,0.539472,0.539472,0.000000,0.539472,1
norecharge,12648468,130,19,806,1011,205,0.181994,0.181994,0.181994,0.000000,0.181994,0.589564,0.589564,0.589563,0.001348,0.589564,2
norecharge,12648468,135,25,825,1012,187,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,0.500000,1
norecharge,12648468,132,12,814,1013,199,0.030318,0.030318,0.030318,0.000069,0.030318,0.515153,0.515153,0.515152,0.000423,0.515153,2
norecharge,12648468,139,8,838,1025,187,0.087774,0.087774,0.087774,0.000177,0.087774,0.543720,0.543720,0.543722,0.000000,0.543720,1
